Time,Upstream1,Upstream2,Upstream3
0,77.25623515,4.70146818,13.5984922
900,76.19548095,4.70146818,14.23983114
1800,76.51305275,4.649985575,15.44817088
2700,75.3513688,4.573235415,17.10702439
3600,75.1409654,4.637154385,19.74870529
4500,74.4065235,4.598755585,24.19365455
5400,74.51125605,4.573235415,31.05474947
6300,74.4065235,4.611539385,39.38034973
7200,74.72090895,4.649985575,48.55642005
8100,75.0358575,4.598755585,58.1118359
9000,75.24613585,4.67569532,68.2165083
9900,76.40713315,4.714378265,76.72803155
10800,79.1812729,4.80519002,84.61557035
11700,82.87222865,4.85742865,90.90419135
12600,88.3166998,5.09560948,96.2074663
13500,95.7648141,5.29796339,100.178732
14400,106.2536999,5.503819435,105.0689026
15300,118.3476021,5.81204626,108.2818304
16200,131.9244566,6.185925815,113.088212
17100,146.5414723,6.555182475,120.7634148
18000,163.5578999,6.94929097,128.4158479
18900,181.2093029,7.4009213,140.5929437
19800,197.875006,7.93019291,151.8853494
20700,215.9823976,8.695002355,165.3945938
21600,233.9067183,9.54400352,178.548751
22500,251.731257,10.53869233,191.35312
23400,273.0130613,11.88726596,200.8696746
24300,290.9004694,13.20531555,210.5435488
25200,311.5733906,14.76085044,208.499016
26100,330.869842,16.14983509,217.1906099
27000,349.8478875,17.63245943,219.0890637
27900,366.7954549,18.87090972,220.7873479
28800,386.3989143,19.75141012,219.5126827
29700,400.6355059,20.78453897,220.7873479
30600,436.6648912,21.69522046,222.2816966
31500,472.3900098,22.41739407,216.9804599
32400,498.8759767,23.15794324,218.8774919
33300,525.7716925,23.78123409,214.6791913
34200,549.171059,24.3848883,213.0174527
35100,570.2103465,24.93904304,212.6035795
36000,596.7788125,25.48855906,208.9066867
36900,606.6773625,25.96385382,206.4698982
37800,631.131508,26.36982866,206.2678311
38700,649.3176775,26.7489317,207.4825354
39600,664.339006,27.06458148,207.0770199
40500,709.167276,27.42249065,202.6567474
41400,710.106222,27.77469616,207.2797008
42300,724.30792,28.09426385,204.6568039
43200,739.7012015,28.48971712,207.0770199
44100,758.313065,28.78189585,206.4698982
45000,780.320861,29.26946413,209.3149746
45900,790.4886685,29.61164942,208.2954119
46800,811.1362445,30.56656813,210.3383994
47700,826.897919,31.56284388,211.3656966
48600,850.4489525,32.67611172,213.0174527
49500,822.6714995,33.6910774,213.8470715
50400,864.610975,35.11336375,212.3968766
51300,896.870606,36.52754323,216.1414349
52200,870.106939,37.99548851,216.1414349
53100,904.7971365,39.58490536,215.3049256
54000,940.5640295,41.09930276,214.8876126
54900,966.61335,42.21090449,220.7873479
55800,999.353472,43.17732883,219.9369359
56700,1064.858309,44.04824755,224.2145023
57600,1079.137093,44.58316675,223.7838691
58500,1132.331972,45.19395031,230.3110569
59400,1187.564136,45.30223734,232.9628318
60300,1234.704097,46.10094942,238.5633111
61200,1283.300823,46.21049371,239.0158134
62100,1345.756738,46.90778658,240.60481
63000,1364.480485,47.05535899,247.0428125
63900,1428.374806,47.49969371,247.5077234
64800,1441.430831,47.31425925,253.3765031
65700,1457.882422,47.49969371,254.3254237
66600,1526.881793,47.35131241,266.9137866
67500,1521.747798,48.02115466,264.7012192
68400,1594.869889,47.79726616,264.2114731
69300,1573.702407,48.28312685,262.2595044
70200,1636.065378,48.09591933,261.0452097
71100,1705.953567,48.35812824,263.4781705
72000,1637.875246,48.24565152,263.4781705
72900,1661.546906,48.4331973,262.7464456
73800,1679.937976,48.80955831,255.2770951
74700,1724.72899,48.54592782,252.6666146
75600,1730.393134,48.96057702,246.1150206
76500,1702.217816,49.30136105,239.6958132
77400,1743.66627,49.75787842,233.6294562
78300,1745.568939,49.94881614,225.0776946
79200,1780.09664,49.68162232,220.7873479
80100,1840.816039,50.21684335,209.7238805
81000,1824.993205,50.14017905,204.2555745
81900,1797.560351,50.3319674,201.4640033
82800,1864.752034,50.9872338,195.000781
83700,1817.121939,50.9485523,193.8431195
84600,1836.850273,50.90988785,185.1435579
85500,1846.777291,51.02593235,175.1423577
86400,1884.884766,51.10338065,172.8408347
87300,1913.356867,51.76445,169.3458586
88200,1895.014916,51.10338065,162.0171092
89100,1874.797182,51.72542685,158.5285135
