Time,Upstream1,Upstream2,Upstream3
205200,241.306,21.8832,36.1159
206100,241.306,21.698,35.9468
207000,239.794,21.5596,35.6094
207900,237.9475,21.5136,35.4971
208800,236.7733,21.4216,35.1611
209700,235.4322,21.3298,34.882
210600,233.5898,21.2839,34.7148
211500,232.2509,21.1466,34.3259
212400,229.2417,21.0097,33.9937
213300,228.5736,20.8732,33.7177
214200,227.2381,20.6917,33.4425
215100,226.0704,20.556,33.0037
216000,224.7367,20.3757,32.6213
216900,222.7379,20.196,32.132
217800,222.2385,20.0617,31.9694
218700,220.5749,19.8388,31.5911
219600,219.9099,19.6611,31.0534
220500,218.4145,19.4842,30.7857
221400,217.4182,19.2639,30.4122
222300,216.4225,19.0447,30.1995
223200,216.0907,18.8265,29.8285
224100,214.9299,18.6528,29.6171
225000,213.6042,18.4365,29.4063
225900,213.7698,18.2643,28.9862
226800,212.9417,18.0927,28.8815
227700,212.9417,17.9219,28.5681
228600,210.9557,17.7517,28.4639
229500,211.1211,17.5822,28.3078
230400,209.1371,17.4133,27.9448
231300,208.6415,17.2452,27.7897
232200,206.8253,17.1196,27.8414
233100,206.0004,16.9526,27.429
234000,204.6813,16.7864,27.3262
234900,204.3517,16.6621,27.1722
235800,202.54,16.4971,26.8653
236700,202.0463,16.3327,26.8653
237600,201.2237,16.1691,26.5086
238500,199.251,16.0468,26.407
239400,199.251,15.8843,26.3055
240300,198.4297,15.7226,26.2042
241200,196.2964,15.5615,26.103
242100,196.9525,15.4012,25.9514
243000,195.3126,15.2415,25.8001
243900,196.2964,15.1222,25.8001
244800,194.9849,14.9638,25.5487
245700,194.1657,14.8454,25.6491
