Time,Upstream1,Upstream2,Upstream3
139500,476.9938487,5.69327,57.1714
140400,476.9938487,5.69327,56.94975
141300,476.9938487,5.71758,56.7292
142200,475.2732336,5.71758,56.50865
143100,476.1332502,5.71758,56.28865
144000,474.413217,5.71758,55.6314
144900,474.413217,5.71758,55.19525
145800,476.1332502,5.71758,54.978
146700,472.6937656,5.69327,54.978
147600,470.1166251,5.69327,54.7613
148500,470.975478,5.66918,54.329
149400,467.5406484,5.66918,54.1134
150300,468.3989194,5.64498,53.89835
151200,464.9664173,5.64498,53.68385
152100,462.3939318,5.62089,53.25595
153000,460.6797174,5.5968,53.25595
153900,458.9666667,5.5968,52.8297
154800,458.9666667,5.57271,52.6174
155700,455.5423109,5.57271,52.40565
156600,452.9756442,5.54873,52.40565
157500,449.5565254,5.52475,52.1939
158400,444.4342477,5.52475,51.9827
159300,444.4342477,5.50088,51.77205
160200,441.8751455,5.50088,51.14285
161100,438.4665004,5.47701,51.56195
162000,436.7633416,5.47701,51.77205
162900,435.0607648,5.47701,51.3524
163800,431.6579385,5.45314,51.56195
164700,432.5080632,5.47701,51.3524
165600,431.6579385,5.45314,51.14285
166500,424.8621779,5.42927,50.9333
167400,424.8621779,5.4054,50.72375
168300,421.4692436,5.38153,50.5142
169200,420.6214464,5.35766,50.30465
170100,420.6214464,5.33379,50.0951
171000,418.0792186,5.30992,49.88555
171900,415.5393184,5.28605,49.676
172800,418.0792186,5.26218,49.46645
173700,412.1551122,5.23831,49.2569
174600,412.1551122,5.21444,49.04735
175500,409.6192851,5.19057,48.8378
176400,410.4641729,5.1667,48.62825
177300,408.7743973,5.14283,48.4187
178200,411.3096426,5.11896,48.20915
179100,408.7743973,5.09509,47.9996
180000,407.9295096,5.07122,47.79005
180900,407.9295096,5.04735,47.5805
181800,407.9295096,5.02348,47.37095
182700,407.9295096,4.99961,47.1614
183600,407.0852037,4.97574,46.95185
184500,397.0739817,4.95187,46.7423
185400,393.1740371,4.928,46.53275
