Time,Upstream1,Upstream2,Upstream3
58500,482.9048202,31.92,47.188
59400,488.7198434,34.4992,47.188
60300,496.5214583,38.32,53.234
61200,512.2943969,42.1408,59.28
62100,529.2977245,42.2832,65.326
63000,571.1525814,42.4256,71.372
63900,664.7578175,42.568,77.418
64800,807.4771226,42.7104,83.464
65700,949.4277465,42.8528,89.51
66600,1060.185221,42.9952,95.556
67500,1126.532224,43.1376,101.602
68400,1176.271055,43.28,107.648
69300,1203.867042,43.4224,113.694
70200,1214.398972,43.4224,114.504
71100,1219.669097,43.4224,115.314
72000,1227.579692,49.4016,116.124
72900,1228.899095,55.3808,116.934
73800,1236.816345,61.36,117.744
74700,1234.176707,74.5392,118.554
75600,1261.92826,74.596,119.364
76500,1269.871299,74.6528,120.174
77400,1292.406802,74.7096,120.984
78300,1307.013408,74.7664,121.794
79200,1321.639149,74.8232,132.104
80100,1321.639149,74.88,144.96
81000,1332.457255,74.9368,147.632
81900,1334.952973,75.1568,165.58
82800,1352.28324,75.3768,207.2072
83700,1360.291167,75.8176,209.2288
84600,1373.649914,76.0384,209.6336
85500,1389.70071,76.48,209.2288
86400,1420.525324,76.7016,208.0152
87300,1463.54485,77.1456,205.5952
88200,1497.258674,77.8128,202.7848
89100,1537.834059,78.2584,199.588
90000,1585.332567,78.7056,196.4088
90900,1608.465378,78.9296,192.4592
91800,1637.094593,79.3776,189.3192
92700,1664.416883,79.6024,185.8072
93600,1678.097578,79.6024,182.3176
94500,1679.466063,79.8272,179.2336
95400,1689.052116,79.8272,177.316
96300,1700.014142,80.052,174.6424
97200,1690.421434,80.2776,171.2248
98100,1682.204698,80.7288,169.7136
99000,1667.151358,81.1808,166.3288
99900,1656.214289,81.6336,164.8328
100800,1650.748667,82.3152,162.596
101700,1631.637289,82.7704,159.26
102600,1613.913531,83.2272,157.4176
103500,1600.296061,83.4552,155.5816
104400,1582.613898,83.684,154.4832
105300,1571.744213,83.684,152.2952
106200,1562.240519,83.4552,151.2056
107100,1552.743479,83.2272,149.0328
108000,1535.125373,82.7704,149.0328
108900,1528.35449,82.088,147.2312
109800,1525.647468,81.4072,145.7944
110700,1520.235087,80.5024,144.3632
111600,1506.71495,79.8272,142.936
112500,1499.959873,78.9296,142.2248
113400,1502.661072,78.2584,141.8688
114300,1482.41331,77.3672,139.3896
115200,1479.716271,76.7016,139.3896
116100,1463.54485,75.8176,138.332
117000,1455.467042,75.3768,137.628
117900,1444.705505,74.4976,136.5744
118800,1431.266063,73.8416,136.224
119700,1431.266063,73.1872,134.476
120600,1423.209885,72.752,134.1272
121500,1407.113335,72.1016,133.4304
122400,1393.71632,71.4528,132.0408
123300,1393.71632,71.0224,131.348
124200,1380.335111,70.3776,130.3112
125100,1374.986787,69.9488,130.3112
126000,1362.961586,69.5208,129.2768
126900,1356.286371,69.0944,128.9328
127800,1346.948226,68.6688,127.9024
128700,1333.620259,68.244,127.5592
129600,1322.970198,67.82,127.2168
130500,1322.970198,67.3968,127.2168
131400,1309.671348,66.9752,125.168
132300,1308.341962,66.5544,125.5088
133200,1292.406802,66.1344,124.4872
134100,1292.406802,65.716,124.1472
135000,1283.121899,65.2984,122.5672
135900,1264.575385,65.0896,122.5672
136800,1268.546905,64.6736,121.7792
137700,1264.575385,64.2576,121.7792
138600,1256.636506,63.844,120.6032
139500,1250.026181,63.6368,119.8216
140400,1247.382383,63.4304,119.8216
141300,1234.176707,63.224,119.0432
142200,1227.579692,62.812,118.6552
143100,1219.669097,62.6064,117.8808
144000,1217.033619,62.196,117.4944
144900,1219.669097,61.7872,116.34
145800,1214.398972,61.5824,116.34
146700,1199.919648,61.1752,115.9568
147600,1202.550966,60.9712,115.1912
148500,1194.659506,60.5648,114.0488
149400,1195.974749,60.16,114.0488
150300,1181.521214,59.9576,113.2904
151200,1181.521214,59.7552,113.2904
152100,1172.335307,59.352,112.912
153000,1167.089308,59.1512,111.7808
153900,1159.226132,58.9504,111.7808
154800,1155.297039,58.5488,110.656
155700,1152.679031,58.3488,111.0304
156600,1150.061023,58.1488,110.2824
157500,1143.518914,57.7496,110.2824
158400,1140.903401,57.5504,109.1656
159300,1135.674872,57.1528,108.0544
160200,1131.755762,56.9544,107.6848
161100,1129.143577,56.5584,107.6848
162000,1122.61561,56.3608,108.0544
162900,1130.44967,55.9664,107.3168
163800,1123.920871,55.7696,106.9488
164700,1113.485442,55.5728,106.2152
165600,1118.701493,55.376,106.5816
166500,1112.181845,54.984,106.2152
167400,1104.363592,54.7888,106.5816
168300,1096.551994,54.5936,106.5816
169200,1100.456961,54.3984,105.8496
170100,1091.34759,54.2032,106.2152
171000,1087.446782,54.0088,106.2152
171900,1086.146513,53.8144,106.5816
172800,1079.649327,53.6208,106.5816
173700,1077.052116,53.6208,106.5816
174600,1069.26298,53.4272,107.3168
175500,1071.858527,53.2336,106.9488
176400,1067.966039,53.04,107.3168
177300,1065.371324,53.04,107.3168
178200,1062.778273,53.04,108.424
179100,1065.371324,53.04,108.0544
180000,1058.889112,52.8472,108.7944
180900,1056.297724,52.8472,108.7944
181800,1055.002447,53.04,110.656
182700,1056.297724,53.04,111.0304
183600,1051.116614,53.2336,111.4056
184500,1049.822168,53.2336,111.4056
185400,1047.233276,53.4272,112.912
186300,1047.233276,53.4272,112.5344
187200,1047.233276,53.8144,114.4288
188100,1042.057157,54.0088,113.2904
189000,1048.527722,54.3984,114.0488
189900,1042.057157,54.7888,115.1912
190800,1035.591583,55.18,113.2904
191700,1039.470761,55.376,114.0488
192600,1038.177147,55.5728,113.2904
193500,1027.839883,55.5728,112.912
194400,1027.839883,55.376,111.7808
195300,1023.966528,55.18,111.0304
196200,1020.094837,54.984,111.4056
197100,1023.966528,54.7888,110.656
198000,1018.804551,54.5936,110.2824
198900,1018.804551,54.3984,109.1656
199800,1014.935356,54.2032,108.7944
200700,1013.645902,54.0088,108.424
201600,1011.067825,53.8144,108.7944
202500,1008.489748,53.4272,107.3168
203400,1009.77837,53.2336,107.3168
204300,1007.201957,53.04,106.9488
205200,1002.049963,52.8472,106.2152
206100,1004.625544,52.6544,106.5816
207000,1002.049963,52.4624,106.2152
207900,1000.762173,52.2696,105.4848
208800,995.6143381,52.0784,105.8496
209700,987.8992415,51.8864,105.8496
210600,993.0420847,51.6952,105.4848
211500,986.6139467,51.504,105.12
212400,982.7588941,51.504,104.756
213300,984.043357,51.3128,105.8496
214200,980.1899682,51.1224,105.12
215100,977.6218742,50.932,104.3936
216000,971.2053829,50.932,104.3936
216900,966.0758503,50.7424,104.3936
217800,971.2053829,50.552,104.0304
218700,963.5127477,50.552,104.3936
219600,959.6685099,50.3624,102.5872
220500,953.2669929,50.1736,102.9472
221400,957.1070712,49.9848,103.308
222300,955.8267678,49.9848,102.5872
223200,948.148275,49.796,102.9472
224100,946.8696354,49.6072,102.228
225000,946.8696354,49.6072,102.228
225900,939.1994617,49.6072,101.8696
226800,943.0337167,49.4192,101.8696
227700,939.1994617,49.4192,101.512
228600,935.3677025,49.2312,101.1544
229500,931.5367751,49.2312,100.4424
230400,928.9844874,49.2312,100.4424
231300,930.2606313,49.0432,99.732
232200,930.2606313,48.856,99.732
233100,921.3317837,48.856,99.0248
234000,920.0573036,48.6688,99.0248
234900,913.6873991,48.4816,98.672
235800,911.1409347,48.4816,97.6184
236700,908.5944703,48.2952,97.6184
237600,907.3224859,48.1088,97.6184
238500,903.505701,48.1088,97.268
239400,902.2337167,47.9232,96.2224
240300,895.8787864,47.9232,95.8752
241200,895.8787864,47.7368,96.2224
242100,890.7983362,47.7368,96.2224
243000,890.7983362,47.552,95.8752
243900,886.9898703,47.3664,95.528
244800,881.9152435,47.3664,94.8368
245700,881.9152435,47.1816,94.8368
246600,878.111769,46.9968,94.148
247500,875.5769513,46.9968,93.4616
248400,873.0437974,46.812,93.4616
249300,873.0437974,46.812,93.1192
250200,867.9783215,46.628,93.1192
251100,862.9170051,46.444,93.1192
252000,865.4476633,46.2608,92.7776
252900,855.3316858,46.2608,92.0968
253800,855.3316858,46.0768,92.0968
254700,852.8043553,45.8944,91.7576
255600,850.2786885,45.7112,91.4184
256500,850.2786885,45.5288,91.4184
257400,847.7538537,45.5288,91.08
258300,838.923171,45.3464,91.08
259200,838.923171,45.1648,90.4056
260100,841.4455102,45.1648,89.7336
261000,831.3636408,44.9824,89.7336
261900,833.8826523,44.9824,89.7336
262800,827.5867874,44.8016,89.7336
263700,823.8115977,44.8016,89.3984
264600,820.0389038,44.62,88.3976
265500,820.0389038,44.62,88.7304
266400,809.987815,44.4392,88.3976
267300,809.987815,44.4392,88.3976
268200,807.4771226,44.2584,88.0656
269100,807.4771226,44.0784,87.4024
270000,806.2226083,44.0784,87.4024
270900,802.4590653,43.8984,87.072
271800,798.6980181,43.7184,87.072
272700,793.6866161,43.7184,86.4136
273600,796.1914852,43.7184,86.4136
274500,789.9297284,43.5384,86.0848
275400,789.9297284,43.3592,86.0848
276300,787.427355,43.3592,85.7568
277200,784.9249816,43.1808,85.1032
278100,781.1739173,43.1808,85.7568
279000,779.9235625,43.0016,84.7776
279900,779.9235625,43.0016,84.4528
280800,776.1749939,42.8232,84.7776
281700,776.1749939,42.8232,84.4528
282600,768.6845119,42.6456,84.4528
283500,767.4374847,42.6456,83.804
284400,767.4374847,42.4672,83.1584
285300,764.9425985,42.4672,83.4808
286200,761.2031808,42.2896,83.4808
287100,757.465427,42.2896,82.836
288000,753.7301688,42.1128,83.1584
288900,753.7301688,42.1128,82.5152
289800,751.2411059,41.9352,82.1944
290700,746.2654759,41.7584,82.1944
291600,747.5091754,41.7584,82.1944
292500,743.7797406,41.5824,81.5552
