0,0.003122865,0.017563919,0.00642323,0.003093985,0.003322089,0.004202251,0.004171001,0.004137893,0.004103256,0.004069712,0.004040975,0.017253225,0.017611031,0.018375219,0.018243007,0.018110795,0.018044963,0.018044963,0.018044963,0.006252148,0.006068361,0.005900242,0.005802843,0.005719843,0.005554688,0.005459407,0.0053781
0.003367003,0.003151745,0.017900645,0.006785299,0.003122865,0.00335118,0.00423208,0.004202251,0.004171001,0.004137893,0.004103256,0.004069712,0.017454024,0.01781117,0.018507976,0.018375219,0.018243007,0.018110795,0.018044963,0.018044963,0.00642323,0.006252148,0.006068361,0.005900242,0.005802843,0.005719843,0.005554688,0.005459407
0.006734007,0.003180625,0.018375508,0.007439141,0.003151745,0.003380053,0.004261145,0.00423208,0.004202251,0.004171001,0.004137893,0.004103256,0.017790788,0.018011856,0.018707933,0.018507976,0.018375219,0.018243007,0.018110795,0.018044963,0.006785299,0.00642323,0.006252148,0.006068361,0.005900242,0.005802843,0.005719843,0.005554688
0.01010101,0.003209614,0.018923406,0.00820732,0.003180625,0.003408925,0.004289991,0.004261145,0.00423208,0.004202251,0.004171001,0.004137893,0.018265704,0.018348429,0.018908435,0.018707933,0.018507976,0.018375219,0.018243007,0.018110795,0.007439141,0.006785299,0.00642323,0.006252148,0.006068361,0.005900242,0.005802843,0.005719843
0.013468013,0.003238494,0.019546801,0.009509074,0.003209614,0.003437798,0.004318837,0.004289991,0.004261145,0.00423208,0.004202251,0.004171001,0.018813664,0.018823075,0.019244701,0.018908435,0.018707933,0.018507976,0.018375219,0.018243007,0.00820732,0.007439141,0.006785299,0.00642323,0.006252148,0.006068361,0.005900242,0.005802843
0.016835017,0.003267156,0.020036162,0.011338475,0.003238494,0.00346678,0.004347684,0.004318837,0.004289991,0.004261145,0.00423208,0.004202251,0.019437128,0.019370724,0.019718914,0.019244701,0.018908435,0.018707933,0.018507976,0.018375219,0.009509074,0.00820732,0.007439141,0.006785299,0.00642323,0.006252148,0.006068361,0.005900242
0.02020202,0.003295051,0.020671866,0.013881004,0.003267156,0.003495652,0.004376639,0.004347684,0.004318837,0.004289991,0.004261145,0.00423208,0.019926544,0.019993834,0.020266062,0.019718914,0.019244701,0.018908435,0.018707933,0.018507976,0.011338475,0.009509074,0.00820732,0.007439141,0.006785299,0.00642323,0.006252148,0.006068361
0.023569024,0.003322071,0.021314408,0.01648536,0.003295051,0.003524306,0.004405485,0.004376639,0.004347684,0.004318837,0.004289991,0.004261145,0.020562319,0.020482972,0.020888604,0.020266062,0.019718914,0.019244701,0.018908435,0.018707933,0.013881004,0.011338475,0.009509074,0.00820732,0.007439141,0.006785299,0.00642323,0.006252148
0.026936027,0.003347669,0.022036277,0.018881791,0.003322071,0.003552194,0.004434113,0.004405485,0.004376639,0.004347684,0.004318837,0.004289991,0.021204933,0.021118386,0.021377295,0.020888604,0.020266062,0.019718914,0.019244701,0.018908435,0.01648536,0.013881004,0.011338475,0.009509074,0.00820732,0.007439141,0.006785299,0.00642323
0.03030303,0.003372064,0.022987371,0.020684936,0.003347669,0.003579208,0.004461976,0.004434113,0.004405485,0.004376639,0.004347684,0.004318837,0.021926882,0.021760635,0.022012128,0.021377295,0.020888604,0.020266062,0.019718914,0.019244701,0.018881791,0.01648536,0.013881004,0.011338475,0.009509074,0.00820732,0.007439141,0.006785299
0.033670034,0.003395146,0.023952415,0.021833394,0.003372064,0.003604799,0.004488964,0.004461976,0.004434113,0.004405485,0.004376639,0.004347684,0.022878083,0.022482175,0.022653792,0.022012128,0.021377295,0.020888604,0.020266062,0.019718914,0.020684936,0.018881791,0.01648536,0.013881004,0.011338475,0.009509074,0.00820732,0.007439141
0.037037037,0.003417025,0.025083224,0.022417786,0.003395146,0.003629188,0.004514532,0.004488964,0.004461976,0.004434113,0.004405485,0.004376639,0.023843235,0.023432835,0.023374672,0.022653792,0.022012128,0.021377295,0.020888604,0.020266062,0.021833394,0.020684936,0.018881791,0.01648536,0.013881004,0.011338475,0.009509074,0.00820732
